Epoch: 1, Train Loss: 2.8754082915097348, Val Loss: 2.338657364478478, Took 0:02:52.753659, ETA: 0:54:42.319521

Epoch: 2, Train Loss: 2.186862722742711, Val Loss: 2.0685746302971473, Took 0:02:48.626978, ETA: 0:50:35.285604

Epoch: 3, Train Loss: 1.9566550103379934, Val Loss: 1.9075456229540018, Took 0:02:49.480992, ETA: 0:48:01.176864

Epoch: 4, Train Loss: 1.8056848922000934, Val Loss: 1.764164804495298, Took 0:02:50.638175, ETA: 0:45:30.210800

Epoch: 5, Train Loss: 1.7059009611350784, Val Loss: 1.700932798935817, Took 0:02:50.907762, ETA: 0:42:43.616430

Epoch: 6, Train Loss: 1.6247747430985577, Val Loss: 1.6417173335185418, Took 0:02:50.803115, ETA: 0:39:51.243610

Epoch: 7, Train Loss: 1.5731217916942972, Val Loss: 1.61339757671723, Took 0:02:50.418810, ETA: 0:36:55.444530

Epoch: 8, Train Loss: 1.5239062352753505, Val Loss: 1.574012869137984, Took 0:02:50.434113, ETA: 0:34:05.209356

Epoch: 9, Train Loss: 1.4865157692217519, Val Loss: 1.5543505700734945, Took 0:02:50.308189, ETA: 0:31:13.390079

Epoch: 10, Train Loss: 1.446231869566594, Val Loss: 1.5212390376971319, Took 0:02:50.370519, ETA: 0:28:23.705190

Test Performance: Loss: 1.515308020723627, Perplexity: 4.550822658672563, Bleu1: 66.37351001867715, Bleu4: 7.438872975880954
