Epoch: 1, Train Loss: 4.428715048160745, Val Loss: 3.5434060745717937, Took 0:04:51.873025, ETA: 0:43:46.857225

Epoch: 2, Train Loss: 3.368146121898519, Val Loss: 3.2292415216622667, Took 0:04:51.526222, ETA: 0:38:52.209776

Epoch: 3, Train Loss: 3.1249843835574818, Val Loss: 3.039621848857541, Took 0:04:48.860612, ETA: 0:33:42.024284

Epoch: 4, Train Loss: 2.969097710776467, Val Loss: 2.9245688595366754, Took 0:04:51.725928, ETA: 0:29:10.355568

Epoch: 5, Train Loss: 2.8651982734172123, Val Loss: 2.827959929423903, Took 0:04:46.201666, ETA: 0:23:51.008330

Epoch: 6, Train Loss: 2.7836407952923765, Val Loss: 2.74355426695356, Took 0:04:51.248705, ETA: 0:19:24.994820

Epoch: 7, Train Loss: 2.7043160026639947, Val Loss: 2.6768307421198223, Took 0:04:58.214545, ETA: 0:14:54.643635

Epoch: 8, Train Loss: 2.636964890905193, Val Loss: 2.613390160803629, Took 0:04:53.807516, ETA: 0:09:47.615032

Epoch: 9, Train Loss: 2.568858145899874, Val Loss: 2.547530941291205, Took 0:04:57.713769, ETA: 0:04:57.713769

Epoch: 10, Train Loss: 2.5106005965703853, Val Loss: 2.5027288076500174, Took 0:05:01.738988, ETA: 0:00:00

Test Performance: Loss: 2.494894763786064, Perplexity: 12.120457940367295, Bleu1: 56.54022686627526, Bleu4: 2.378936328615242
