Epoch: 1, Train Loss: 5.386721704670943, Val Loss: 4.020612568928929, Took 0:04:49.502366, ETA: 0:43:25.521294

Epoch: 2, Train Loss: 3.725580025778535, Val Loss: 3.521092736813092, Took 0:04:42.466846, ETA: 0:37:39.734768

Epoch: 3, Train Loss: 3.382538252389592, Val Loss: 3.280171447739178, Took 0:04:44.472500, ETA: 0:33:11.307500

Epoch: 4, Train Loss: 3.191757999998634, Val Loss: 3.117560035013324, Took 0:04:52.855993, ETA: 0:29:17.135958

Epoch: 5, Train Loss: 3.0622399374506815, Val Loss: 3.027237427740944, Took 0:04:53.292580, ETA: 0:24:26.462900

Epoch: 6, Train Loss: 2.9786234343607148, Val Loss: 2.9433922650270943, Took 0:04:50.509360, ETA: 0:19:22.037440

Epoch: 7, Train Loss: 2.9108885040506323, Val Loss: 2.8827158198853717, Took 0:04:48.459771, ETA: 0:14:25.379313

Epoch: 8, Train Loss: 2.856062562968706, Val Loss: 2.8372813458608386, Took 0:04:51.960638, ETA: 0:09:43.921276

Epoch: 9, Train Loss: 2.8092523500575965, Val Loss: 2.7910009684709967, Took 0:04:47.723465, ETA: 0:04:47.723465

Epoch: 10, Train Loss: 2.7695640358041604, Val Loss: 2.75781543811776, Took 0:04:52.492426, ETA: 0:00:00

Test Performance: Loss: 2.7613394043316095, Perplexity: 15.821019505164168, Bleu1: 51.62737669984105, Bleu4: 1.4977966998829928
