Epoch: 1, Train Loss: 3.879298653667079, Val Loss: 3.303793442985726, Took 0:04:48.459843, ETA: 0:43:16.138587

Epoch: 2, Train Loss: 3.198331470294018, Val Loss: 3.088120847825378, Took 0:04:47.376726, ETA: 0:38:19.013808

Epoch: 3, Train Loss: 3.0033781305611145, Val Loss: 2.9205518178497964, Took 0:04:41.014337, ETA: 0:32:47.100359

Epoch: 4, Train Loss: 2.8452100048097937, Val Loss: 2.773944369844488, Took 0:04:48.532501, ETA: 0:28:51.195006

Epoch: 5, Train Loss: 2.7222617121309804, Val Loss: 2.6482540905245484, Took 0:04:53.053084, ETA: 0:24:25.265420

Epoch: 6, Train Loss: 2.6181882004749113, Val Loss: 2.5921102368693556, Took 0:04:56.637516, ETA: 0:19:46.550064

Epoch: 7, Train Loss: 2.528309386414657, Val Loss: 2.511550287712495, Took 0:05:00.997775, ETA: 0:15:02.993325

Epoch: 8, Train Loss: 2.4567116641466082, Val Loss: 2.43684520615574, Took 0:05:03.488341, ETA: 0:10:06.976682

Epoch: 9, Train Loss: 2.3970067895873726, Val Loss: 2.3855370103622495, Took 0:04:59.860735, ETA: 0:04:59.860735

Epoch: 10, Train Loss: 2.3449623490587586, Val Loss: 2.3406794160949675, Took 0:04:59.946842, ETA: 0:00:00

Test Performance: Loss: 2.331469607556336, Perplexity: 10.29305717789644, Bleu1: 61.20827872633709, Bleu4: 3.777901670552959
