Epoch: 1, Train Loss: 5.41185877297052, Val Loss: 4.127104955290275, Took 0:04:46.176330, ETA: 0:42:55.586970

Epoch: 2, Train Loss: 3.8726500758901636, Val Loss: 3.611775947813822, Took 0:04:44.386495, ETA: 0:37:55.091960

Epoch: 3, Train Loss: 3.467233831188049, Val Loss: 3.321461926095734, Took 0:05:04.179914, ETA: 0:35:29.259398

Epoch: 4, Train Loss: 3.2308921570889453, Val Loss: 3.1381396349792774, Took 0:24:27.975055, ETA: 2:26:47.850330

Epoch: 5, Train Loss: 3.0744687620982973, Val Loss: 3.0267069767801, Took 0:12:55.439157, ETA: 1:04:37.195785

Epoch: 6, Train Loss: 2.968604735587129, Val Loss: 2.937131982052188, Took 0:33:03.161026, ETA: 2:12:12.644104

Epoch: 7, Train Loss: 2.9069847313215047, Val Loss: 2.880724680930031, Took 0:10:15.447049, ETA: 0:30:46.341147

Epoch: 8, Train Loss: 2.8516406452586707, Val Loss: 2.8586804498576748, Took 0:08:58.035857, ETA: 0:17:56.071714

Epoch: 9, Train Loss: 2.7968282920655634, Val Loss: 2.7903795569099517, Took 0:05:27.784163, ETA: 0:05:27.784163

Epoch: 10, Train Loss: 2.754712762687308, Val Loss: 2.7388462965092604, Took 0:05:08.404343, ETA: 0:00:00

Test Performance: Loss: 2.7496325207975345, Perplexity: 15.63688459836759, Bleu1: 52.34037996772636, Bleu4: 1.52123408682492
